#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AT2G38100.1          -          MEME_alignment       -                2.8    9.6   0.5       7.6    8.2   0.5   1.8   1   0   0   1   1   1   0 | proton-dependent oligopeptide transport (POT) family protein | Chr2:15948484-15950228 REVERSE LENGTH=521 | 201606
AT2G38100.3          -          MEME_alignment       -                2.9    9.6   0.5       7.7    8.2   0.5   1.8   1   0   0   1   1   1   0 | proton-dependent oligopeptide transport (POT) family protein | Chr2:15948484-15950394 REVERSE LENGTH=527 | 201606
AT5G53280.1          -          MEME_alignment       -                3.3    9.4   0.0   1.1e+02    4.6   0.0   2.7   2   0   0   2   2   2   0 | plastid division1 | Chr5:21607586-21609080 FORWARD LENGTH=272 | 201606
AT4G34930.1          -          MEME_alignment       -                3.9    9.2   4.7        32    6.3   0.0   3.3   3   0   0   3   3   2   0 | PLC-like phosphodiesterases superfamily protein | Chr4:16637551-16638726 FORWARD LENGTH=391 | 201606
AT4G29340.1          -          MEME_alignment       -                  4    9.1   0.0       7.9    8.2   0.0   1.5   1   0   0   1   1   1   0 | profilin 4 | Chr4:14447718-14448467 FORWARD LENGTH=134 | 201606
AT1G18730.3          -          MEME_alignment       -                4.6    8.9   0.1        14    7.4   0.1   1.9   1   0   0   1   1   1   0 | NDH dependent flow 6 | Chr1:6460625-6462107 FORWARD LENGTH=174 | 201606
AT1G18730.1          -          MEME_alignment       -                4.7    8.9   0.1        14    7.4   0.1   1.9   1   0   0   1   1   1   0 | NDH dependent flow 6 | Chr1:6460625-6462107 FORWARD LENGTH=175 | 201606
AT5G66050.2          -          MEME_alignment       -                4.7    8.9   0.4   1.1e+02    4.6   0.1   2.4   2   0   0   2   2   2   0 | Wound-responsive family protein | Chr5:26412333-26413830 REVERSE LENGTH=246 | 201606
AT1G18730.2          -          MEME_alignment       -                6.3    8.5   0.1        10    7.8   0.1   1.4   1   0   0   1   1   1   0 | NDH dependent flow 6 | Chr1:6460625-6461849 FORWARD LENGTH=138 | 201606
AT3G49200.1          -          MEME_alignment       -                6.5    8.5   0.2        14    7.4   0.2   1.6   1   0   0   1   1   1   0 | O-acyltransferase (WSD1-like) family protein | Chr3:18235445-18237646 REVERSE LENGTH=507 | 201606
AT4G35180.1          -          MEME_alignment       -                6.7    8.4   0.1        28    6.5   0.0   2.2   2   0   0   2   2   1   0 | LYS/HIS transporter 7 | Chr4:16738517-16740385 REVERSE LENGTH=478 | 201606
AT1G18730.4          -          MEME_alignment       -                7.5    8.3   0.1        12    7.6   0.1   1.4   1   0   0   1   1   1   0 | NDH dependent flow 6 | Chr1:6460625-6461464 FORWARD LENGTH=161 | 201606
AT5G66050.3          -          MEME_alignment       -                8.8    8.0   0.4   1.5e+02    4.2   0.1   2.3   2   0   0   2   2   2   0 | Wound-responsive family protein | Chr5:26412454-26414428 REVERSE LENGTH=325 | 201606
AT5G66050.4          -          MEME_alignment       -                8.8    8.0   0.4   1.5e+02    4.2   0.1   2.3   2   0   0   2   2   2   0 | Wound-responsive family protein | Chr5:26412367-26414428 REVERSE LENGTH=324 | 201606
AT5G66050.1          -          MEME_alignment       -                9.6    7.9   0.4   1.5e+02    4.1   0.1   2.3   2   0   0   2   2   2   0 | Wound-responsive family protein | Chr5:26412333-26414428 REVERSE LENGTH=340 | 201606
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      MADA.hmm
# Target file:     Araport11_genes.201606.pep.fasta
# Option settings: hmmsearch -o Arabi_MADA_hmmsearch --tblout Arabi_MADA.hmmsearch.tsv --max MADA.hmm Araport11_genes.201606.pep.fasta 
# Current dir:     /mnt/c/Users/toshi/Desktop/workspace/MADA_protocol/data
# Date:            Mon Jan 22 14:01:15 2024
# [ok]
